TRANSMISSION_LINE,trans_lz1,trans_lz2,trans_length_km,trans_efficiency,existing_trans_cap
l98054,2050327,2050341,38.17,0.96,295.2
l98055,2050329,2050330,0.0,0.96,0.0
l98056,2050341,2050330,21.42,0.96,280.25
l98057,2050332,2050331,0.0,0.99,114.97
l98058,2050331,2050333,0.0,0.96,0.0
l98059,2050331,2050352,39.99,0.96,258.38
l98060,2050335,2050334,0.0,0.99,71.22
l98061,2050334,2050336,0.0,0.96,0.0
l98062,2050334,2050338,78.26,0.96,276.55
l98063,2050334,2050349,35.49,0.96,267.43
l98064,2050339,2050335,78.26,0.9,144.07
l98065,2050335,2050346,35.49,0.9,136.89
l98066,2050335,2060029,90.63,0.9,133.15
l98067,2050338,2050337,0.0,0.99,625.37
l98068,2050337,2050367,126.09,0.99,2177.86
l98069,2050339,2050338,0.0,0.99,132.03
l98070,2050340,2050343,0.0,0.99,888.0
l98071,2050380,2050340,63.95,0.99,2704.03
l98072,2050340,2050458,35.07,0.99,2487.21
l98073,2050341,2050343,0.0,0.99,737.1
l98074,2050344,2050341,4.56,0.96,230.86
l98075,2050341,2050354,44.76,0.96,305.03
l98076,2050342,2050343,0.0,0.99,150.9
l98077,2050344,2050459,37.5,0.96,236.93
l98078,2050345,2050348,0.0,0.99,158.5
l98079,2050345,2050349,0.0,0.96,0.0
l98080,2050345,2050350,0.0,0.96,0.0
l98081,2050345,2050351,0.0,0.96,0.0
l98082,2050346,2050348,0.0,0.99,58.5
l98083,2050347,2050348,0.0,0.99,100.0
l98084,2050349,2050352,47.7,0.96,267.92
l98085,2050353,2050352,0.0,0.99,85.55
l98086,2050352,2060010,44.69,0.96,214.11
l98087,2050352,2060736,130.57,0.96,241.38
l98088,2050354,2050355,0.0,0.96,0.0
l98089,2050381,2050354,30.01,0.96,282.99
l98090,2050356,2050359,0.0,0.99,801.0
l98091,2050356,2050360,0.0,0.99,1066.62
l98092,2050356,2050361,0.0,0.99,1063.74
l98093,2050356,2050362,0.0,0.99,1060.01
l98094,2050356,2050363,0.0,0.99,1053.8
l98095,2050356,2050364,0.0,0.99,1047.95
l98096,2050356,2050365,0.0,0.99,1033.82
l98097,2050356,2050366,0.0,0.99,82.31
l98098,2050357,2050359,0.0,0.99,751.0
l98099,2050358,2050359,0.0,0.99,50.0
l98100,2050368,2050367,0.0,0.99,632.39
l98101,2050395,2050367,68.66,0.99,2436.22
l98102,2050367,2050414,45.1,0.99,2404.87
l98103,2050444,2050369,3.44,0.96,268.82
l98104,2050370,2050373,0.0,0.99,848.1
l98105,2050370,2050374,0.0,0.99,630.46
l98106,2050370,2050375,0.0,0.99,627.49
l98107,2050370,2050376,0.0,0.99,415.83
l98108,2050370,2050377,0.0,0.99,0.0
l98109,2050371,2050373,0.0,0.99,773.1
l98110,2050372,2050373,0.0,0.99,75.0
l98111,2050438,2050377,9.17,0.99,2317.71
l98112,2050377,2050452,65.15,0.99,1974.2
l98113,2050378,2050379,0.0,0.99,132.35
l98114,2050381,2050380,0.0,0.99,669.0
l98115,2050380,2050382,0.0,0.99,1161.56
l98116,2050384,2050383,0.0,0.99,853.39
l98117,2050383,2050385,0.0,0.99,1349.86
l98118,2050383,2050386,0.0,0.99,1307.04
l98119,2050383,2050388,0.0,0.99,0.0
l98120,2050383,2050388,0.0,0.99,0.0
l98121,2050384,2050387,0.0,0.99,77.36
l98122,2050384,2050401,68.26,0.96,326.14
l98123,2050406,2050388,112.56,0.99,2971.09
l98124,2050389,2050390,0.0,0.99,457.63
l98125,2050389,2050391,0.0,0.99,143.02
l98126,2050389,2050394,24.96,0.96,298.44
l98127,2050392,2050393,0.0,0.99,255.38
l98128,2050392,2050394,0.0,0.96,0.0
l98129,2050396,2050395,0.0,0.99,780.55
l98130,2050395,2050397,0.0,0.99,1190.01
l98131,2050395,2050398,0.0,0.99,1186.85
l98132,2050395,2050399,0.0,0.99,1169.24
l98133,2050395,2050414,63.05,0.99,2622.48
l98134,2050395,2050446,23.13,0.99,3173.4
l98135,2050401,2050400,0.0,0.99,789.25
l98136,2050400,2050402,0.0,0.99,944.93
l98137,2050400,2050403,0.0,0.99,943.17
l98138,2050400,2050404,0.0,0.99,943.14
l98139,2050400,2050405,0.0,0.99,0.0
l98140,2050405,2050428,30.13,0.99,2713.76
l98141,2050407,2050406,0.0,0.99,576.82
l98142,2050406,2050409,0.0,0.99,916.04
l98143,2050406,2050446,185.95,0.99,2908.44
l98144,2050406,2050453,166.34,0.99,3217.61
l98145,2050408,2050407,0.0,0.99,296.15
l98146,2050407,2050410,0.0,0.98,0.0
l98147,2050422,2050408,5.52,0.96,228.58
l98148,2050411,2050412,0.0,0.99,79.98
l98149,2050411,2050413,0.0,0.99,30.0
l98150,2050414,2050417,0.0,0.99,873.7
l98151,2050414,2050418,0.0,0.99,724.37
l98152,2050414,2050419,0.0,0.99,715.0
l98153,2050414,2050428,82.62,0.99,2929.38
l98154,2050415,2050417,0.0,0.99,748.7
l98155,2050416,2050417,0.0,0.99,125.0
l98156,2050420,2050421,0.0,0.99,193.93
l98157,2050420,2050422,0.0,0.96,0.0
l98158,2050420,2050423,0.0,0.96,0.0
l98159,2050424,2050427,0.0,0.99,886.8
l98160,2050424,2050428,0.0,0.99,0.0
l98161,2050425,2050427,0.0,0.99,786.8
l98162,2050426,2050427,0.0,0.99,100.0
l98163,2050430,2050429,0.0,0.99,716.42
l98164,2050429,2050433,0.0,0.99,780.56
l98165,2050429,2050434,0.0,0.99,223.69
l98166,2050429,2050435,0.0,0.99,0.0
l98167,2050431,2050430,0.0,0.99,411.38
l98168,2050430,2050436,0.0,0.98,0.0
l98169,2050432,2050431,0.0,0.99,87.3
l98170,2070130,2050432,6.27,0.94,216.29
l98171,2050458,2050435,103.67,0.99,2621.93
l98172,2070122,2050436,52.46,0.98,1082.51
l98173,2050436,2070157,155.57,0.98,1257.13
l98174,2050439,2050438,0.0,0.99,753.89
l98175,2050438,2050440,0.0,0.99,649.41
l98176,2050438,2050441,0.0,0.99,641.16
l98177,2050438,2050442,0.0,0.99,299.21
l98178,2050444,2050443,0.0,0.99,849.19
l98179,2050443,2050445,0.0,0.99,0.0
l98180,2050447,2050446,0.0,0.99,652.35
l98181,2050446,2050448,0.0,0.99,1164.08
l98182,2050446,2050449,0.0,0.99,1161.9
l98183,2050451,2050450,0.0,0.99,359.01
l98184,2050450,2050452,0.0,0.99,0.0
l98185,2050453,2050456,0.0,0.99,1008.9
l98186,2050453,2050457,0.0,0.99,612.1
l98187,2050454,2050456,0.0,0.99,883.9
l98188,2050455,2050456,0.0,0.99,125.0
l98189,2050459,2050458,0.0,0.99,448.54
l98190,2050460,2050459,0.0,0.99,75.79
l98191,2070017,2050460,68.42,0.94,186.89
l98192,2053000,2053004,59.98,0.9,152.03
l98193,2053013,2053000,68.68,0.9,128.63
l98194,2053001,2053002,0.0,0.9,0.0
l98195,2053006,2053001,21.48,0.9,172.32
l98196,2053001,2053007,49.15,0.9,156.67
l98197,2060578,2053001,117.83,0.9,150.89
l98198,2053003,2053019,44.73,0.9,139.27
l98199,2053003,2053021,55.45,0.9,143.4
l98200,2053004,2053020,56.82,0.9,177.66
l98201,2053022,2053004,25.96,0.9,154.43
l98202,2053005,2053006,0.0,0.9,0.0
l98203,2053014,2053006,6.66,0.9,164.34
l98204,2053020,2053006,13.59,0.9,188.04
l98205,2053007,2053014,37.75,0.9,174.45
l98206,2053007,2060155,27.63,0.9,188.2
l98207,2053007,2060578,104.94,0.9,141.64
l98208,2053008,2053009,0.0,0.9,0.0
l98209,2053009,2053013,34.33,0.9,138.82
l98210,2053009,2053030,52.37,0.9,144.93
l98211,2053010,2053011,0.0,0.9,0.0
l98212,2053010,2053012,15.14,0.9,139.8
l98213,2053019,2053010,12.38,0.9,147.47
l98214,2053027,2053012,23.09,0.9,122.29
l98215,2053014,2053015,0.0,0.9,0.0
l98216,2053016,2053017,0.0,0.9,0.0
l98217,2053016,2053018,0.0,0.9,0.0
l98218,2053019,2053017,14.62,0.9,145.98
l98219,2053021,2053017,48.74,0.9,163.39
l98220,2053033,2053017,38.87,0.9,140.63
l98221,2053271,2053021,66.46,0.9,178.37
l98222,2053023,2053022,17.88,0.9,141.96
l98223,2053023,2053032,11.64,0.9,98.35
l98224,2053048,2053023,20.78,0.9,185.39
l98225,2053024,2053025,0.0,0.9,0.0
l98226,2053024,2053026,9.18,0.9,134.84
l98227,2053031,2053024,18.8,0.9,162.27
l98228,2053048,2053026,16.08,0.9,139.15
l98229,2053039,2053027,37.38,0.9,99.97
l98230,2053028,2053030,17.16,0.9,126.66
l98231,2053028,2053051,40.54,0.9,138.1
l98232,2053032,2053029,18.21,0.9,147.6
l98233,2053029,2053040,13.26,0.9,162.37
l98234,2053030,2053271,54.17,0.9,151.89
l98235,2053031,2053045,12.7,0.9,150.23
l98236,2053031,2053063,37.66,0.9,168.08
l98237,2053033,2053034,0.0,0.9,0.0
l98238,2053039,2053033,44.57,0.9,128.33
l98239,2053035,2053037,15.77,0.9,173.81
l98240,2053035,2053052,53.31,0.9,152.12
l98241,2053037,2053036,0.0,0.99,164.72
l98242,2053036,2053038,0.0,0.97,0.0
l98243,2053036,2053272,193.66,0.97,558.27
l98244,2053036,2053290,102.17,0.97,467.18
l98245,2053039,2053037,12.17,0.9,111.34
l98246,2053040,2053043,0.0,0.99,126.7
l98247,2053064,2053040,41.53,0.9,187.55
l98248,2053041,2053043,0.0,0.99,63.3
l98249,2053042,2053043,0.0,0.99,63.3
l98250,2053044,2053047,0.0,0.99,311.2
l98251,2053135,2053044,75.2,0.97,577.0
l98252,2053306,2053044,61.82,0.97,577.02
l98253,2053045,2053047,0.0,0.99,209.1
l98254,2053048,2053045,16.38,0.9,163.89
l98255,2053057,2053045,35.14,0.9,167.2
l98256,2053046,2053047,0.0,0.99,102.1
l98257,2053048,2053049,0.0,0.9,0.0
l98258,2053048,2053057,29.91,0.9,139.27
l98259,2053050,2053051,0.0,0.9,0.0
l98260,2053062,2053051,17.21,0.9,137.39
l98261,2053051,2053086,22.95,0.9,147.79
l98262,2053052,2053053,0.0,0.9,0.0
l98263,2053052,2053117,27.36,0.9,176.17
l98264,2080074,2053052,44.54,0.9,158.85
l98265,2053114,2053054,43.23,0.9,163.65
l98266,2053147,2053054,65.86,0.9,162.24
l98267,2053055,2053056,0.0,0.9,0.0
l98268,2053055,2053057,0.0,0.9,0.0
l98269,2053058,2053059,0.0,0.9,0.0
l98270,2053059,2053065,12.54,0.9,149.94
l98271,2053059,2053307,32.29,0.9,157.02
l98272,2053060,2053061,0.0,0.9,0.0
l98273,2053060,2053062,0.0,0.9,0.0
l98274,2053062,2053101,16.55,0.9,154.32
l98275,2053063,2053249,8.02,0.9,175.52
l98276,2053064,2053153,60.48,0.9,190.48
l98277,2053065,2053249,16.3,0.9,140.73
l98278,2053066,2053067,0.0,0.9,0.0
l98279,2053066,2053070,12.46,0.9,117.03
l98280,2053101,2053066,2.19,0.9,143.55
l98281,2053066,2053267,10.65,0.9,182.09
l98282,2053068,2053069,0.0,0.9,0.0
l98283,2053068,2053070,0.0,0.9,0.0
l98284,2053070,2053267,21.54,0.9,155.61
l98285,2053072,2053071,2.28,0.9,161.71
l98286,2053075,2053071,5.0,0.9,123.86
l98287,2053072,2053088,3.6,0.9,193.6
l98288,2053073,2053074,0.0,0.9,0.0
l98289,2053075,2053073,2.98,0.9,167.13
l98290,2053073,2053081,10.13,0.9,172.46
l98291,2053073,2053082,16.08,0.9,148.08
l98292,2053076,2053077,0.0,0.9,0.0
l98293,2053076,2053078,0.0,0.9,0.0
l98294,2053078,2053083,1.68,0.9,164.76
l98295,2053078,2053096,3.76,0.9,128.92
l98296,2053079,2053080,0.0,0.9,0.0
l98297,2053080,2053106,2.69,0.9,194.91
l98298,2053080,2053123,7.64,0.9,191.72
l98299,2053080,2053307,0.5,0.9,223.83
l98300,2053080,2053307,0.5,0.9,223.83
l98301,2053106,2053081,9.3,0.9,192.11
l98302,2053082,2053096,5.52,0.9,173.66
l98303,2053083,2053084,0.0,0.9,0.0
l98304,2053083,2053307,10.33,0.9,187.74
l98305,2053103,2053085,3.76,0.9,168.49
l98306,2053085,2053116,32.93,0.9,134.97
l98307,2053267,2053085,5.24,0.9,179.7
l98308,2053086,2053087,0.0,0.9,0.0
l98309,2053103,2053086,7.55,0.9,173.79
l98310,2053088,2053089,0.0,0.9,0.0
l98311,2053088,2053307,8.1,0.9,199.73
l98312,2053090,2053091,0.0,0.9,0.0
l98313,2053090,2053092,0.0,0.9,0.0
l98314,2053249,2053092,3.43,0.9,127.57
l98315,2053092,2053307,24.48,0.9,147.48
l98316,2053093,2053094,0.0,0.9,0.0
l98317,2053093,2053291,30.8,0.9,196.12
l98318,2080001,2053093,2.4,0.9,155.43
l98319,2080004,2053093,1.4,0.9,163.08
l98320,2053095,2053096,0.0,0.9,0.0
l98321,2053096,2053267,9.62,0.9,215.47
l98322,2053097,2053098,0.0,0.9,0.0
l98323,2053110,2053098,1.47,0.9,133.52
l98324,2053098,2053267,5.59,0.9,141.26
l98325,2053098,2053307,14.91,0.9,162.73
l98326,2053099,2053100,0.0,0.9,0.0
l98327,2053099,2080003,3.73,0.9,190.25
l98328,2053099,2080017,20.64,0.9,187.05
l98329,2053101,2053102,0.0,0.9,0.0
l98330,2053101,2053125,8.62,0.9,154.5
l98331,2053103,2053104,0.0,0.9,0.0
l98332,2053119,2053103,7.32,0.9,154.87
l98333,2053105,2053106,0.0,0.9,0.0
l98334,2053107,2053108,0.0,0.9,0.0
l98335,2053107,2053111,7.41,0.9,120.11
l98336,2053123,2053107,1.93,0.9,145.38
l98337,2053109,2053110,0.0,0.9,0.0
l98338,2053133,2053110,12.51,0.9,139.57
l98339,2053133,2053111,7.4,0.9,162.7
l98340,2053113,2053112,16.1,0.9,134.35
l98341,2053112,2053291,31.15,0.9,159.48
l98342,2053113,2053137,26.21,0.9,136.72
l98343,2053258,2053114,20.81,0.9,169.66
l98344,2053115,2053116,0.0,0.9,0.0
l98345,2053116,2053258,18.34,0.9,169.5
l98346,2053117,2053118,0.0,0.9,0.0
l98347,2053142,2053117,20.0,0.9,178.96
l98348,2053119,2053267,7.4,0.9,170.33
l98349,2053240,2053120,5.05,0.9,175.98
l98350,2053265,2053120,15.18,0.9,146.83
l98351,2053120,2080005,1.59,0.9,181.84
l98352,2053121,2053122,0.0,0.9,0.0
l98353,2053123,2053121,5.79,0.9,136.45
l98354,2053127,2053121,9.57,0.9,139.22
l98355,2053128,2053121,4.64,0.9,149.37
l98356,2053123,2053124,0.0,0.9,0.0
l98357,2053125,2053126,0.0,0.9,0.0
l98358,2053125,2053307,28.75,0.9,158.21
l98359,2053127,2053129,28.15,0.9,130.0
l98360,2053127,2053140,18.65,0.9,166.24
l98361,2053128,2053307,8.99,0.9,173.33
l98362,2053129,2053130,0.0,0.9,0.0
l98363,2053129,2053139,29.57,0.9,135.16
l98364,2053129,2053167,73.99,0.9,142.52
l98365,2053131,2053146,5.22,0.9,162.98
l98366,2053131,2053291,14.97,0.9,184.2
l98367,2053143,2053132,3.47,0.9,138.62
l98368,2053146,2053132,7.36,0.9,141.24
l98369,2053133,2053134,0.0,0.9,0.0
l98370,2053136,2053133,9.57,0.9,197.7
l98371,2053136,2053135,0.0,0.99,235.79
l98372,2053136,2053135,0.0,0.99,235.79
l98373,2053136,2053135,0.0,0.99,235.79
l98374,2053135,2053229,114.95,0.97,558.61
l98375,2053135,2053266,28.83,0.97,425.11
l98376,2053135,2053273,49.92,0.97,559.7
l98377,2053135,2053306,22.26,0.97,488.07
l98378,2053136,2053140,2.91,0.9,191.86
l98379,2053136,2053149,7.15,0.9,184.5
l98380,2053138,2053137,7.71,0.9,157.34
l98381,2053138,2053143,22.01,0.9,159.12
l98382,2053138,2053227,73.67,0.9,193.71
l98383,2053139,2053149,20.01,0.9,156.5
l98384,2053140,2053141,0.0,0.9,0.0
l98385,2053291,2053142,11.8,0.9,187.4
l98386,2053144,2053145,0.0,0.9,0.0
l98387,2053144,2053146,0.0,0.9,0.0
l98388,2053173,2053147,88.52,0.9,143.04
l98389,2053148,2053150,6.43,0.9,155.22
l98390,2053148,2053267,20.85,0.9,137.32
l98391,2053274,2053150,48.31,0.9,185.23
l98392,2053151,2053152,0.0,0.9,0.0
l98393,2053152,2053164,26.88,0.9,141.79
l98394,2053227,2053152,52.48,0.9,149.67
l98395,2053153,2060070,72.9,0.9,186.97
l98396,2053153,2060105,68.66,0.9,141.43
l98397,2053154,2053155,0.0,0.9,0.0
l98398,2053291,2053155,27.06,0.9,174.31
l98399,2053155,2080001,26.29,0.9,150.72
l98400,2053156,2053157,0.0,0.9,0.0
l98401,2053156,2053158,0.0,0.9,0.0
l98402,2053258,2053156,29.61,0.9,160.0
l98403,2053158,2053159,2.97,0.9,102.93
l98404,2053158,2053171,57.22,0.9,159.59
l98405,2053166,2053159,26.82,0.9,160.66
l98406,2053160,2053161,0.0,0.9,0.0
l98407,2053160,2053162,0.0,0.9,0.0
l98408,2053160,2053163,0.0,0.9,0.0
l98409,2053162,2053164,80.47,0.9,111.0
l98410,2053162,2053173,74.36,0.9,137.54
l98411,2053164,2053169,38.12,0.9,117.52
l98412,2053164,2053301,29.48,0.9,146.11
l98413,2053165,2053166,0.0,0.9,0.0
l98414,2053166,2053274,45.09,0.9,165.31
l98415,2053182,2053167,60.68,0.9,155.66
l98416,2053168,2053169,0.0,0.9,0.0
l98417,2053168,2053170,0.0,0.9,0.0
l98418,2053169,2053301,37.14,0.9,133.91
l98419,2053179,2053171,32.07,0.9,162.22
l98420,2053172,2053173,0.0,0.9,0.0
l98421,2053174,2053175,65.92,0.9,97.36
l98422,2053175,2053252,9.89,0.9,161.14
l98423,2053176,2053177,0.0,0.9,0.0
l98424,2053176,2053179,31.74,0.9,156.87
l98425,2053176,2053230,32.12,0.9,164.16
l98426,2053178,2053279,19.2,0.9,192.81
l98427,2053178,2060053,25.85,0.9,174.09
l98428,2053179,2053197,35.9,0.9,149.22
l98429,2053180,2053181,0.0,0.9,0.0
l98430,2053180,2053182,61.13,0.9,162.4
l98431,2053180,2053187,30.41,0.9,180.79
l98432,2053183,2053184,0.0,0.9,0.0
l98433,2053183,2053185,0.0,0.9,0.0
l98434,2053227,2053184,63.4,0.9,181.13
l98435,2053184,2053237,23.82,0.9,174.34
l98436,2053283,2053184,7.71,0.9,148.86
l98437,2053188,2053186,11.12,0.9,156.77
l98438,2053186,2053194,24.08,0.9,173.03
l98439,2053187,2053304,4.63,0.9,196.14
l98440,2053188,2053304,11.46,0.9,125.17
l98441,2053189,2053190,0.0,0.9,0.0
l98442,2053189,2053201,32.01,0.9,156.36
l98443,2053189,2053208,46.14,0.9,145.94
l98444,2053189,2053230,19.49,0.9,176.38
l98445,2053191,2053192,0.0,0.9,0.0
l98446,2053191,2053193,0.0,0.9,0.0
l98447,2053192,2053247,49.21,0.9,177.3
l98448,2053192,2053283,18.09,0.9,157.68
l98449,2053194,2053202,74.09,0.9,181.72
l98450,2053194,2053214,7.61,0.9,173.35
l98451,2053194,2053296,7.98,0.9,188.91
l98452,2053195,2053196,0.0,0.9,0.0
l98453,2053195,2053197,0.0,0.9,0.0
l98454,2053197,2053230,57.42,0.9,155.14
l98455,2053198,2053199,0.0,0.9,0.0
l98456,2053296,2053199,4.28,0.9,171.63
l98457,2053200,2053201,0.0,0.9,0.0
l98458,2053201,2053203,23.91,0.9,147.14
l98459,2053208,2053201,14.46,0.9,142.27
l98460,2053210,2053201,21.46,0.9,144.21
l98461,2053210,2053203,15.67,0.9,136.2
l98462,2053204,2053205,0.0,0.9,0.0
l98463,2053206,2053207,0.0,0.9,0.0
l98464,2053206,2053208,0.0,0.9,0.0
l98465,2053214,2053211,38.9,0.9,168.81
l98466,2053213,2053212,0.0,0.99,557.3
l98467,2053212,2053215,0.0,0.99,1136.3
l98468,2053212,2053216,0.0,0.99,1134.54
l98469,2053212,2053217,0.0,0.99,1132.84
l98470,2053212,2053218,0.0,0.99,1130.97
l98471,2053212,2053220,0.0,0.99,0.0
l98472,2053214,2053213,0.0,0.99,179.46
l98473,2053213,2053219,0.0,0.97,0.0
l98474,2053219,2053295,12.85,0.97,570.0
l98475,2053299,2053220,12.85,0.99,2848.2
l98476,2053221,2053222,0.0,0.99,40.82
l98477,2053221,2053223,0.0,0.99,24.18
l98478,2053221,2053224,0.0,0.99,22.49
l98479,2053221,2053225,0.0,0.9,0.0
l98480,2053279,2053225,30.3,0.9,122.82
l98481,2053225,2060070,31.88,0.9,179.15
l98482,2053226,2053227,0.0,0.9,0.0
l98483,2053301,2053227,3.23,0.9,165.48
l98484,2053229,2053228,0.0,0.99,814.95
l98485,2053228,2053233,0.0,0.99,1100.26
l98486,2053228,2053234,0.0,0.99,0.0
l98487,2053228,2053235,0.0,0.99,0.0
l98488,2053228,2053305,137.05,0.99,3100.0
l98489,2053229,2053232,0.0,0.99,304.9
l98490,2053273,2053229,65.47,0.97,568.37
l98491,2053295,2053229,146.14,0.97,547.58
l98492,2053230,2053232,0.0,0.99,201.8
l98493,2053231,2053232,0.0,0.99,103.2
l98494,2053234,2053299,146.14,0.99,2841.7
l98495,2053236,2053237,0.0,0.9,0.0
l98496,2053237,2053289,50.43,0.9,164.1
l98497,2053239,2053238,0.0,0.99,980.79
l98498,2053238,2053241,0.0,0.99,742.62
l98499,2053238,2053242,0.0,0.99,640.49
l98500,2053238,2053243,0.0,0.99,636.55
l98501,2053238,2053244,0.0,0.99,632.92
l98502,2053250,2053238,128.82,0.99,2406.68
l98503,2053238,2080048,18.14,0.99,2323.7
l98504,2053240,2053239,0.0,0.99,257.54
l98505,2053240,2053239,0.0,0.99,257.54
l98506,2053240,2053239,0.0,0.99,257.54
l98507,2053239,2053245,0.0,0.97,0.0
l98508,2080010,2053240,1.38,0.9,200.46
l98509,2080013,2053240,6.19,0.9,178.38
l98510,2053240,2080022,16.54,0.9,179.37
l98511,2080006,2053245,9.59,0.97,526.82
l98512,2053246,2053247,0.0,0.9,0.0
l98513,2053248,2053249,0.0,0.9,0.0
l98514,2053251,2053250,0.0,0.99,716.18
l98515,2053250,2053253,0.0,0.99,949.52
l98516,2053250,2053254,0.0,0.99,948.41
l98517,2053250,2053255,0.0,0.99,947.81
l98518,2053252,2053251,0.0,0.99,160.1
l98519,2053251,2053256,0.0,0.97,0.0
l98520,2053256,2053302,41.41,0.97,535.96
l98521,2053257,2053260,0.0,0.99,276.6
l98522,2053257,2053261,0.0,0.99,242.36
l98523,2053257,2053272,72.25,0.97,529.62
l98524,2053257,2053306,63.33,0.97,410.5
l98525,2053258,2053260,0.0,0.99,176.6
l98526,2053259,2053260,0.0,0.99,100.0
l98527,2053262,2053263,0.0,0.99,71.51
l98528,2053262,2053264,0.0,0.99,38.87
l98529,2053262,2053265,0.0,0.9,0.0
l98530,2080001,2053265,7.53,0.9,133.15
l98531,2053267,2053266,0.0,0.99,243.93
l98532,2053267,2053266,0.0,0.99,243.93
l98533,2053267,2053266,0.0,0.99,243.93
l98534,2053266,2053268,0.0,0.99,239.95
l98535,2053266,2053306,16.57,0.97,555.57
l98536,2053267,2053269,0.0,0.99,17.81
l98537,2053271,2053270,0.0,0.99,175.08
l98538,2053270,2053272,0.0,0.97,0.0
l98539,2053273,2053276,0.0,0.99,288.5
l98540,2053273,2053277,0.0,0.99,262.09
l98541,2053274,2053276,0.0,0.99,188.5
l98542,2053275,2053276,0.0,0.99,100.0
l98543,2053278,2053281,0.0,0.99,301.3
l98544,2053295,2053278,48.32,0.97,476.61
l98545,2053278,2060005,97.28,0.97,431.09
l98546,2053278,2060056,73.66,0.97,340.01
l98547,2053279,2053281,0.0,0.99,151.3
l98548,2053279,2060035,60.28,0.9,164.38
l98549,2053280,2053281,0.0,0.99,150.0
l98550,2053283,2053282,0.0,0.99,145.98
l98551,2053282,2053286,0.0,0.99,440.9
l98552,2053282,2053287,0.0,0.97,0.0
l98553,2053284,2053286,0.0,0.99,220.5
l98554,2053285,2053286,0.0,0.99,220.5
l98555,2053287,2053288,64.85,0.97,546.83
l98556,2053287,2053290,136.2,0.97,619.53
l98557,2053289,2053288,0.0,0.99,187.67
l98558,2053291,2053290,0.0,0.99,275.46
l98559,2053291,2053290,0.0,0.99,275.46
l98560,2053291,2053290,0.0,0.99,275.46
l98561,2053290,2053292,0.0,0.99,238.82
l98562,2053290,2053293,0.0,0.99,228.23
l98563,2053290,2080006,42.76,0.97,518.44
l98564,2053291,2080003,27.67,0.9,210.01
l98565,2053295,2053294,0.0,0.99,1200.0
l98566,2053294,2053297,0.0,0.99,1305.2
l98567,2053294,2053298,0.0,0.99,1298.56
l98568,2053294,2053299,0.0,0.99,0.0
l98569,2053296,2053295,0.0,0.99,194.47
l98570,2053299,2060734,172.18,0.99,2451.72
l98571,2053301,2053300,0.0,0.99,162.61
l98572,2053300,2053302,0.0,0.97,0.0
l98573,2053302,2080006,120.94,0.97,541.87
l98574,2053303,2053304,0.0,0.9,0.0
l98575,2053306,2053305,0.0,0.99,1118.4
l98576,2053306,2053305,0.0,0.99,1118.4
l98577,2060801,2053305,287.0,0.99,3096.71
l98578,2053307,2053306,0.0,0.99,279.03
l98579,2053307,2053306,0.0,0.99,279.03
l98580,2053307,2053306,0.0,0.99,279.03
l98581,2053307,2053306,0.0,0.99,279.03
l98582,2060007,2060000,36.9,0.9,143.77
l98583,2060029,2060000,67.76,0.9,150.54
l98584,2060001,2060002,0.0,0.9,0.0
l98585,2060001,2060003,0.0,0.9,0.0
l98586,2060015,2060002,7.04,0.9,124.09
l98587,2060002,2060020,13.07,0.9,168.65
l98588,2060004,2060015,14.77,0.9,162.51
l98589,2060004,2060017,25.59,0.9,168.73
l98590,2060006,2060005,0.0,0.99,154.97
l98591,2060006,2060009,0.0,0.99,188.4
l98592,2060006,2060010,0.0,0.96,0.0
l98593,2060007,2060009,0.0,0.99,113.4
l98594,2060007,2060032,36.58,0.9,125.73
l98595,2060008,2060009,0.0,0.99,75.0
l98596,2060057,2060010,81.06,0.96,183.9
l98597,2060011,2060014,0.0,0.99,99.9
l98598,2060011,2060020,106.64,0.9,165.18
l98599,2060011,2060044,55.96,0.9,140.78
l98600,2060063,2060011,82.52,0.9,163.58
l98601,2060012,2060014,0.0,0.99,49.9
l98602,2060013,2060014,0.0,0.99,49.9
l98603,2060017,2060016,0.0,0.99,250.39
l98604,2060017,2060016,0.0,0.99,250.39
l98605,2060017,2060016,0.0,0.99,250.39
l98606,2060848,2060016,77.18,0.97,587.61
l98607,2060016,2060868,164.86,0.97,609.37
l98608,2060017,2060021,9.99,0.9,163.55
l98609,2060017,2060025,50.34,0.9,134.22
l98610,2060028,2060017,1.68,0.9,202.49
l98611,2060028,2060017,1.68,0.9,202.49
l98612,2060018,2060019,0.0,0.9,0.0
l98613,2060018,2060026,30.16,0.9,144.36
l98614,2060018,2060028,4.86,0.9,173.92
l98615,2060031,2060018,23.17,0.9,144.19
l98616,2060020,2060022,10.41,0.9,161.31
l98617,2060021,2060022,12.04,0.9,162.46
l98618,2060028,2060021,10.92,0.9,161.03
l98619,2060022,2060028,16.36,0.9,163.03
l98620,2060023,2060024,0.0,0.9,0.0
l98621,2060023,2060025,0.0,0.9,0.0
l98622,2060025,2060050,60.8,0.9,142.51
l98623,2060026,2060031,12.42,0.9,113.14
l98624,2060026,2060045,62.41,0.9,155.26
l98625,2060027,2060028,0.0,0.9,0.0
l98626,2060029,2060030,0.0,0.9,0.0
l98627,2060737,2060029,13.88,0.9,150.92
l98628,2060031,2060052,22.16,0.9,124.03
l98629,2060032,2060035,13.39,0.9,160.74
l98630,2060055,2060032,43.42,0.9,156.43
l98631,2060033,2060034,0.0,0.9,0.0
l98632,2060038,2060033,14.19,0.9,157.96
